text_a	text_b	label
捡到这3种石头千万不要丢，虽然外貌很普通，但它们的价值却很大	赌石，男子路边捡了一块石头，开出帝王绿暴涨五千万！	unrelated
肚子一把肉，懒人1招减肥瘦肚腩，坚持一月瘦20斤！	三个月瘦了40斤，不用节食就能瘦，健康瘦身	agreed
湿气的“死对头”,晚上吃几口，湿毒祛的一干二净，体重也降了！	湿气的“死对头”,晚上吃一口，湿毒祛得一干二净，体重也降了！	agreed
好消息：2018年这类补贴将直接打入农民的账户，有你吗？	2017年新农业补贴政策出台，这项补贴是直接打入农民账户！	unrelated
洗发水一定要买无硅油的	生男孩的科学方法，生男孩秘诀	unrelated
冬瓜加个“它”，7天快速美白，15天让你的肌肤雪白细嫩	2017年起驾驶证年龄新规定，算算你还可以开几年车	unrelated
农村房屋倒塌，宅基地将被收回？这些人却能获得数万补偿！	网传平江加义镇五星水库坍塌导致多人死亡 房屋倒塌等消息系谣言	unrelated
农村小伙野外巧制陷阱，结果，收获喜人	农村小伙野外巧制陷阱，不一会，就有猎物上钩，一只黑色的大鸟！	agreed
快速补气血，七天告别黄脸婆的小妙招！喜欢的朋友关注分享哦！	七天告别黄脸婆，还保养卵巢！	agreed
白头发别染！大米水和这种洗头三分钟，不超过六次白发变黑了	白头发别再去染了，1碗土豆2杯水用来洗头，白发半月变黑	unrelated
关于杨钰莹要结婚的消息，甜歌皇后首次微博公开回应	就知道是假的，关于坚果pro的销量老罗终于辟谣了	unrelated
皮肤干燥、起痘、毛孔粗大想什么呢？还不清洁下你的枕头和被子！	皮肤粗糙毛孔大？还不快快来吃素！	unrelated
艾叶加白酒，腰腿疼痛走光光，夏天效果好15倍，千万别错过	艾叶加白酒，腰腿疼痛走光光，千万别错过	agreed
自制多种水果酵素!美容养颜排毒!	春季女人养生必吃的金牌水果，补水排毒养颜，少吃一样都可惜	unrelated
曹艳两岁女儿在济宁大润发被拐？谣言！	2岁女孩大润发附近被拐走？南通网警辟谣：假的！	unrelated
两名女子偷孩子？网警辟谣：假的！不要转发谣言	辟谣：朋友圈传的“免费领取一百元超市购物卡”的消息，假的	unrelated
恒大！前拜仁主教练安切洛蒂确定执教广州恒大，就差官宣	恒大新教练定了！名记姬宇阳爆料：就是安切洛蒂！	agreed
真的有些食物孕妇一吃就流产吗？	孕妈吃螃蟹会流产居然是谣言？孕期正确吃螃蟹的姿势是什么？	unrelated
申花夺足协杯冠军，续约莫雷诺，躺冠特维斯决赛日已回阿根廷	吴金贵愤怒驳斥申花在亚冠上替补是为留力战上港的谣言	unrelated
潜伏期20年的癌症——肺癌，你知多少？	海外医疗：别相信用手机致癌这类谣言！	unrelated
三国时期最流行的小吃，过年吃更吉利，现在最火的小吃	凤梨最早起源于中国的三国时期	unrelated
秦始皇苦苦寻觅的长生不老药，2015年被一农民无意中捡到	汪峰发新歌，恰好古天乐郭采洁公布恋情，头条注定是别人家的头条	unrelated
未找到原谣言文章，或已删除	长期上网有损记忆6个习惯加速记忆力衰退	unrelated
不吃药不花钱不忽悠, 我用真实经历帮你治好灰指甲	灰指甲患者受困擾五年，親測農村偏方，七天告別灰指甲	agreed
周立波出事之前的事，吓的一身冷汗！	周立波说：马云拜访谁！谁就会出事，究竟马云都拜访了谁？说得准	unrelated
甲醛最怕这2个“土方法”，一用一个准，让你28天入住新房	甲醛清除剂可以一次性清除甲醛？十种方法，九种谣言	unrelated
支付宝花呗怎么套现 怎么提现靠谱	蚂蚁花呗对比哪个套现方便提现过程怎么完成	unrelated
海口飞机撒药治白蛾	3月谣言盘点：飞机撒药治白蛾、驾考新规，你中“谣”了吗？	disagreed
白醋加几滴它兑温开水调配，排毒减脂，1天喝3杯，1周瘦7斤	教你一个减肥的小妙招，不用运动，天然食品每餐坚持喝就可以了	unrelated
最牛的“天然胰岛素”，糖尿病的天敌，常吃降低血糖一身轻	农村不起眼的天然“胰岛素”，糖尿病人常吃，降低血糖气色更好	agreed
已确认！鹿晗关晓彤将在央视春晚中同台表演，网友：还真是高调啊	原创｜春晚主打“青春”路线？鹿晗关晓彤夫妇同台？还有李易峰？	unrelated
网传潘长江女儿已去世，本人却突然发微博	前两天还在走红毯的潘阳被传已离世 潘长江愤怒辟谣	disagreed
央视315晚会之夜 汽车大佬秘密聊天记录遭泄露	狗年春晚，刘德华或将登台演唱，你期待吗？	unrelated
庐江县校车侧翻死亡人数升至5人？教育局辟谣：仍为2人死亡	洪涛离职湖南卫视？下一季歌手要黄了哪？如果是真的还真有点不舍	unrelated
凤凰传奇解散了！玲花含泪唱了这首歌，观众哭的撕心裂肺，太扎心	凤凰传奇解散了？这不还和朱之文一起参加群星演唱会	unrelated
为了让中国多买几批，俄罗斯的苏35战斗机做了一次万里巡航！	俄方及时交付订购苏35战机，直接粉碎西方媒体散布推迟交付谣言	unrelated
猎奇！世界上最奇葩的20种水果，吃过5种以上的绝对土豪！	六月一定要多吃这几种水果，暴发户都在吃，吃过超3种你也是土豪	unrelated
最大股票回购案：美光科技回购100亿美元股票 股票跳涨！	美光发布澄清声明：晶圆厂故障并非氮气泄露引起	unrelated
华为因联想坚持所谓“良心”把票投给高通，丢失5G标准	5G标准没投给中国企业主导方案？联想：这是谣言！	unrelated
农村补贴大调整，未来这些农民可能拿不到补贴了！	日系发动机质量排名，究竟哪个质量好哪个质量差！	unrelated
沐浴乳含有的paraben使用十年恐诱发乳癌	飞碟UFO不明飞行物目击录像，外星人也许就生活在地球！	unrelated
猪蹄这样吃才叫爽，一次一只，对付膝盖疼，腰间盘突出有妙招！	婆婆这样做猪蹄，不仅营养美味，对腰间盘突出也管用！收藏吧	agreed
揭秘李湘吴昕退出《快本》原因，如今谢娜也将退出？	谢娜宣布出国深造，网友呼唤：娜姐生娃？《快本》紧急辟谣	unrelated
手机屏幕满划痕不要担心，涂上点牙膏轻松搞定，非常实用的小窍门	牙膏竟然可以修复手机屏幕！牙膏的几大妙用	agreed
微信恢复聊天记录的小技巧，再也不担心老公删微信聊天记录啦	微信聊天记录删除了怎么恢复？简单详解	agreed
你家的古钱币不知不觉已价值百万，你还不知道！	为何如今一枚古钱币价值百万？	unrelated
只需要这一招，美白再也不是难题，整个夏天都不怕晒黑	教你一招美白牙齿，去除牙渍，烟垢	unrelated
一个月吃两次保证你神清气爽！豆腐鸭血！清肺排毒防雾霾啊！	揭秘八大食疗谣言：鸭血不清肺、喝茶不减肥！	unrelated
中医减肥小秘方，只用3粒山楂，刮油排毒，帮你减掉大肚子	韩红与管彤在美国秘密结婚卓伟不敢惹事回答很坚决	unrelated
李天一提前6年出狱？然而时隔5年，女受害者如今却活成这样	李天一提前出狱？梦鸽挂电话拒绝回应	agreed
如果蜜蜂消失，人类只能存活4年？这真是一个大危机！	如果蜜蜂消失，人类将只能存活4年	agreed
皮皮虾又火了 这次是因为被曝光“注胶” 全国吃货哭笑不得	市场上真的有“注胶”的皮皮虾呀，潮汕大地可都是真材实料哦	agreed
新鲜银杏叶泡水喝可降血脂？	肚子大得像怀孕？只需一瓣大蒜，谁用谁瘦，水桶腰瞬间变成A4腰	unrelated
手机屏幕满划痕不要担心，涂上点牙膏轻松搞定，非常实用的小窍门	窍门妹：手机屏幕刮花2分钟修复如新的小技巧	unrelated
刘诗诗与吴奇隆婚后久不怀孕，刘诗诗含泪诉说缘由让人心酸	刘诗诗怀孕已被证实，推掉工作回家养胎	unrelated
如果oppo和vivo有一个必须倒闭，那么你希望是哪一个？	印度军工业实力如何，真的连子弹都不能造吗？我们都被谣言骗了	unrelated
猫狗绝对不能吃的27种人类食物	红薯被称为蔬菜冠军，但千万不能和这7种食物同吃，果断收藏	unrelated
住院超15天无法医保报销	胡歌新欢旧爱一起上是因为要结婚？其实大家都错了	unrelated
张柏芝回应“柏芝与小十岁鲜肉男星大婚”，一切只是恶意捏造？	张柏芝工作室回应张柏芝大婚传闻：纯属人为恶意捏造，是谣言！	disagreed
戒不了烟怎么办，每天喝一杯这个饮品，体内烟毒轻松排出	全球第一条会说话的狗，震惊60亿人，简直不敢相信！10	unrelated
打针西瓜致人中毒	这样的西瓜不能吃，教你分辨打针瓜	unrelated
土豆皮加它洗头，白发3天快速变黑，这辈子再也不用去染发了	洗发水和它混合洗头，再也不用去染发了，头上一根白发都找不到！	unrelated
《奔跑吧》天津录制占用图书馆惹争议，大学生发怒：滚出天津！	天津大学录制遭拒！跑男导演姚译添在凌晨发了一条意味深长的微博	unrelated
前列腺别害怕，一把八角5天去根，一用一个好，百试百灵，快看！	前列腺别害怕，一把八角3天去根，一用一个好，百试百灵，快看！	agreed
大蒜还在泡着吃？这样吃，一头大蒜就能轻松解决前列腺炎	大蒜泡酒还能这样吃，三天解决前列腺炎，收藏	agreed
7年腰间盘突出和坐骨神经痛，农村村医一个方子就给我治好了	不花一分钱，治腰间盘突出的农村偏方，治一个好一个，快来试试！	unrelated
秀恩爱的范冰冰李晨要结婚了，北京豪华婚房首度曝光，岳母已入住	范冰冰、张馨予同一个错误，李晨却和她分手，给范冰冰买婚房？！	unrelated
卓伟公开表态黄毅清爆料非常真实？马苏做头发实锤了吗	揭秘！悟空问答假的？卓伟辟谣：没入驻平台，没在上面回答问题！	unrelated
肝病患者有这5个症状很危险，下一步就是肝癌！	如果肝脏发生毛病了，身体会出现这三种症状，严重的可能诱发肝癌	unrelated
真正男子汉3嘉宾名单 这些明星是真的都要来参加吗	原来腿上有个穴位，每天按8分钟治百病：滋阴补肝，祛邪湿降血压	unrelated
恶霸光天化日抢小孩，败家少爷和刘涛现身教训恶霸	男子光天化日在佛山小区抢小孩，被众人围堵	unrelated
实录：UFO最真实视频大集合 -国语流畅，外星人真的存在	学生如何快速减肥 5个减肥方法健康瘦身	unrelated
刘德华雨中演唱，和歌曲绝配！跨年晚会如果有这一段绝对火爆！	张柏芝谢霆锋家庭聚会，原来是和王菲夫妻生活不和谐？	unrelated
净网2018「揭西警讯」揭西公安机关依法处置一宗谣言案	关于澄清谣传“普定老农贸市场执法人员打人”的公告	unrelated
是时候给食品界的老大哥“罐头”正名了	冷藏牛奶最新鲜，常温奶全是防腐剂？这个谣言该破了！	unrelated
各地“5月29日自来水厂更换高压线路，全市停水”均为谣言	5月29日全市停水？谣言！	unrelated
伊利发声明：董事长潘刚身体仍在治疗恢复，无法出席博鳌论坛	伊利:造谣董事长被带走调查的一名涉案人员已被抓捕归案	unrelated
翻版范冰冰何承熹老公余小泉婚内出轨	翻版范冰冰前夫余小泉发辟谣声明：没有婚内出轨同性	unrelated
住院超15天无法医保报销	男神胡歌和薛佳凝再续前缘？是否如网友所说在美国领证结婚	unrelated
唐嫣与罗晋闹分手只因孙坚，两人在微博竟秀起了恩爱	唐嫣深爱前任，情伤治愈，与现任男友罗晋低调分手？	unrelated
李连杰生病严重，表示想回国安葬！又一位功夫巨星要离开我们了！	又一位功夫巨星要离开我们了，李连杰病情严重，表示想回国安葬！	agreed
微信隐藏代码，输入马上精准定位，太神奇了，赶快试试吧	才发现微信上这个隐藏代码，输入马上精准定位，不会微信真白玩了	agreed
张柏芝要给孩子改姓，谢贤回应惹怒谢霆锋	张柏芝称将孩子改姓为张，谢霆锋回应太无情，爷爷谢贤霸气回应	agreed
你以为吴京表情是演出来的？他可是喝了17扎啤酒3两白酒啊	这啤酒喝到哪里去了，鼻子里都出来了	unrelated
媳妇每天都滴2滴风油精在肚脐，半个月后身体发现奇妙的变化	媳妇天天都滴两滴风油精在肚脐，半个月后身体有了奇妙的变化	agreed
继离婚风波后王宝强和马蓉首次“私会”，这是要破镜重圆？	宋哲这样安排王宝强档期的目的，竟是为了与马蓉私会	unrelated
